"","id","agencyID","Name.en","Name.lt","Description.en","Description.lt","version","uri","urn","isExternalReference","isFinal","validFrom","validTo","dsdRef"
"61","S1R073_M8030306","LSD","S1R073 - Stock of precious metals at the end of the year","S1R073 - Tauriųjų metalų atsargos metų pabaigoje","Economic activity (NACE Rev. 2) | Precious metal (1995 - 2015) (Not be renewed)","Ekonominės veiklos rūšis (EVRK 2 red.) | Tauriojo metalo rūšis (1995 - 2015) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S1R073_M8030306(1.0)",FALSE,FALSE,NA,NA,"M8030306"
"62","S1R074_M8030303","LSD","S1R074 - Precious metal consumption","S1R074 - Tauriųjų metalų sunaudojimas","Precious metal (1991 - 2015) (Not be renewed)","Tauriojo metalo rūšis (1991 - 2015) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S1R074_M8030303(1.0)",FALSE,FALSE,NA,NA,"M8030303"
"63","S1R074_M8030305","LSD","S1R074 - Precious metal consumption","S1R074 - Tauriųjų metalų sunaudojimas","Consumption | Precious metal (1995 - 2015) (Not be renewed)","Sunaudojimas | Tauriojo metalo rūšis (1995 - 2015) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S1R074_M8030305(1.0)",FALSE,FALSE,NA,NA,"M8030305"
"64","S1R074_M8030306","LSD","S1R074 - Precious metal consumption","S1R074 - Tauriųjų metalų sunaudojimas","Economic activity (NACE Rev. 2) | Precious metal (1995 - 2015) (Not be renewed)","Ekonominės veiklos rūšis (EVRK 2 red.) | Tauriojo metalo rūšis (1995 - 2015) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S1R074_M8030306(1.0)",FALSE,FALSE,NA,NA,"M8030306"
"65","S1R075_M8010701","LSD","S1R075 - Air emissions","S1R075 - Teršalų išmetimas į atmosferą","Air pollutant | Economic activity (NACE Rev. 1.1) (1998 - 2008) (Not be renewed)","Ekonominės veiklos rūšis (EVRK 1.1 red.) | Teršalai (1998 - 2008) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S1R075_M8010701(1.0)",FALSE,FALSE,NA,NA,"M8010701"
"66","S1R075_M8010704","LSD","S1R075 - Air emissions","S1R075 - Teršalų išmetimas į atmosferą","Air pollutant | Economic activity (NACE Rev. 2) (2008 - 2016) (Was renewed: 2018-11-12)","Ekonominės veiklos rūšis (EVRK 2 red.) | Teršalai (2008 - 2016) (Atnaujinta: 2018-11-12)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S1R075_M8010704(1.0)",FALSE,FALSE,NA,NA,"M8010704"
"67","S1R076_M8010401","LSD","S1R076 - Air emissions from stationary sources","S1R076 - Teršalų išmetimas į atmosferą iš stacionarių taršos šaltinių","Administrative territory | Air pollutant | Expression of quantity (1995 - 2017) (Was renewed: 2018-12-10)","Administracinė teritorija | Kiekio išraiška | Teršalai (1995 - 2017) (Atnaujinta: 2018-12-10)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S1R076_M8010401(1.0)",FALSE,FALSE,NA,NA,"M8010401"
"68","S1R077_M8010602","LSD","S1R077 - Direct material input","S1R077 - Tiesioginės medžiagų sąnaudos","Total (2000 - 2017) (Was renewed: 2018-11-16)","Suminis (2000 - 2017) (Atnaujinta: 2018-11-16)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S1R077_M8010602(1.0)",FALSE,FALSE,NA,NA,"M8010602"
"69","S1R078_M8010302","LSD","S1R078 - Discharge of municipal, domestic and industrial wastewater into surface waters","S1R078 - Ūkio, buities ir gamybos nuotekų išleidimas į paviršinius vandenis","Administrative territory | Clean up (1995 - 2017) (Was renewed: 2018-12-31)","Administracinė teritorija | Išvalymas (1995 - 2017) (Atnaujinta: 2018-12-31)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S1R078_M8010302(1.0)",FALSE,FALSE,NA,NA,"M8010302"
"70","S1R079_M8010301","LSD","S1R079 - Water consumption","S1R079 - Vandens sunaudojimas","Administrative territory | Consumption | Purpose (1995 - 2017) (Was renewed: 2018-12-31)","Administracinė teritorija | Paskirtis | Sunaudojimas (1995 - 2017) (Atnaujinta: 2018-12-31)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S1R079_M8010301(1.0)",FALSE,FALSE,NA,NA,"M8010301"
"71","S1R080_M8011002","LSD","S1R080 - Consumers' environmentally related taxes","S1R080 - Su aplinka susiję vartotojų mokesčiai","Consumer | Taxe (2004 - 2016) (Was renewed: 2018-11-12)","Mokestis | Vartotojas (2004 - 2016) (Atnaujinta: 2018-11-12)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S1R080_M8011002(1.0)",FALSE,FALSE,NA,NA,"M8011002"
"72","S1R081_M8020411_1","LSD","S1R081 - Average heated dwelling area","S1R081 - Vidutinis apšildomas plotas būste","Type of house (2009 - 2009) (Not be renewed)","Namo tipas (2009 - 2009) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S1R081_M8020411_1(1.0)",FALSE,FALSE,NA,NA,"M8020411_1"
"73","S1R081_M8020412_1","LSD","S1R081 - Average heated dwelling area","S1R081 - Vidutinis apšildomas plotas būste","Place of residence (2009 - 2009) (Not be renewed)","Gyvenamoji vietovė (2009 - 2009) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S1R081_M8020412_1(1.0)",FALSE,FALSE,NA,NA,"M8020412_1"
"74","S1R082_M8020411_2","LSD","S1R082 - Average number of occupants per dwelling","S1R082 - Vidutinis būste gyvenančių asmenų skaičius","Type of house (2009 - 2009) (Not be renewed)","Namo tipas (2009 - 2009) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S1R082_M8020411_2(1.0)",FALSE,FALSE,NA,NA,"M8020411_2"
"75","S1R082_M8020412_2","LSD","S1R082 - Average number of occupants per dwelling","S1R082 - Vidutinis būste gyvenančių asmenų skaičius","Place of residence (2009 - 2009) (Not be renewed)","Gyvenamoji vietovė (2009 - 2009) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S1R082_M8020412_2(1.0)",FALSE,FALSE,NA,NA,"M8020412_2"
"76","S1R083_M8020423","LSD","S1R083 - Average energy consumption per dwelling","S1R083 - Vidutinis būste suvartotas energijos kiekis","Fuel and energy (2009 - 2009) (Not be renewed)","Kuro ir energijos rūšis (2009 - 2009) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S1R083_M8020423(1.0)",FALSE,FALSE,NA,NA,"M8020423"
"77","S1R083_M8020432","LSD","S1R083 - Average energy consumption per dwelling","S1R083 - Vidutinis būste suvartotas energijos kiekis","Fuel and energy | Type of dwelling (2009 - 2009) (Not be renewed)","Būsto tipas | Kuro ir energijos rūšis (2009 - 2009) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S1R083_M8020432(1.0)",FALSE,FALSE,NA,NA,"M8020432"
"78","S1R083_M8020401","LSD","S1R083 - Average energy consumption per dwelling","S1R083 - Vidutinis būste suvartotas energijos kiekis","Total (2009 - 2009) (Not be renewed)","Suminis (2009 - 2009) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S1R083_M8020401(1.0)",FALSE,FALSE,NA,NA,"M8020401"
"79","S1R083_M8020433","LSD","S1R083 - Average energy consumption per dwelling","S1R083 - Vidutinis būste suvartotas energijos kiekis","Fuel and energy (2009 - 2009) (Not be renewed)","Kuro ir energijos rūšis (2009 - 2009) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S1R083_M8020433(1.0)",FALSE,FALSE,NA,NA,"M8020433"
"80","S1R084_M8020417","LSD","S1R084 - Average age of electrical appliances","S1R084 - Vidutinis elektros prietaisų amžius","Electrical appliance (2009 - 2009) (Not be renewed)","Elektros prietaisas (2009 - 2009) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S1R084_M8020417(1.0)",FALSE,FALSE,NA,NA,"M8020417"
"81","S1R085_M8030301","LSD","S1R085 - Change in stocks of materials and raw materials","S1R085 - Žaliavų ir medžiagų atsargų  pasikeitimas","Raw materials (1996 - 2009) (Not be renewed)","Žaliavų ir medžiagų rūšis (1996 - 2009) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S1R085_M8030301(1.0)",FALSE,FALSE,NA,NA,"M8030301"
"82","S2R001_M1010201_3","LSD","S2R001 - Frost line","S2R001 - Didžiausias dirvožemio įšalimo gylis","City / town (1990 - 2017) (Was renewed: 2018-06-27)","Miestas (1990 - 2017) (Atnaujinta: 2018-06-27)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S2R001_M1010201_3(1.0)",FALSE,FALSE,NA,NA,"M1010201_3"
"83","S2R002_M1010201_2","LSD","S2R002 - Annual precipitation","S2R002 - Krituliai per metus","City / town (1990 - 2017) (Was renewed: 2018-06-27)","Miestas (1990 - 2017) (Atnaujinta: 2018-06-27)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S2R002_M1010201_2(1.0)",FALSE,FALSE,NA,NA,"M1010201_2"
"84","S2R003_M1010201_1","LSD","S2R003 - Average temperature","S2R003 - Vidutinė temperatūra","City / town (1990 - 2017) (Was renewed: 2018-06-27)","Miestas (1990 - 2017) (Atnaujinta: 2018-06-27)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S2R003_M1010201_1(1.0)",FALSE,FALSE,NA,NA,"M1010201_1"
"85","S2R004_M1010201_3","LSD","S2R004 - Average snow depth (the biggest in winter)","S2R004 - Vidutinis sniego dangos storis didžiausias žiemą","City / town (1990 - 2017) (Was renewed: 2018-06-27)","Miestas (1990 - 2017) (Atnaujinta: 2018-06-27)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S2R004_M1010201_3(1.0)",FALSE,FALSE,NA,NA,"M1010201_3"
"86","S3R001_M3110104","LSD","S3R001 - School-leavers and graduates who continue studies in the same year","S3R001 - Abiturientai ir absolventai, tais pačiais metais tęsiantys mokslus","Educational institution, in which he(or she) is continuing studies | Graduated educational establishment (2000 - 2017) (Was renewed: 2018-05-22)","Baigta mokymo įstaiga | Mokymo įstaiga, kurioje tęsia mokslus (2000 - 2017) (Atnaujinta: 2018-05-22)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R001_M3110104(1.0)",FALSE,FALSE,NA,NA,"M3110104"
"87","S3R002_M3140501","HI","S3R002 - Number of abortions","S3R002 - Abortų skaičius","Age | Cause reason (1997 - 2017) (Was renewed: 2018-07-20)","Amžius | Priežastis (1997 - 2017) (Atnaujinta: 2018-07-20)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=HI:S3R002_M3140501(1.0)",FALSE,FALSE,NA,NA,"M3140501"
"88","S3R003_M3030101_1","LSD","S3R003 - Activity rate","S3R003 - Darbo jėgos aktyvumo lygis","Age | Place of residence | Sex (1998K2 - 2018K4) (Was renewed: 2019-03-14)","Amžius (tikslinės amžiaus grupės) | Gyvenamoji vietovė | Lytis (1998K2 - 2018K4) (Atnaujinta: 2019-03-14)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R003_M3030101_1(1.0)",FALSE,FALSE,NA,NA,"M3030101_1"
"89","S3R003_M3030901_1","LSD","S3R003 - Activity rate","S3R003 - Darbo jėgos aktyvumo lygis","Age | Place of residence | Sex (1998 - 2018) (Was renewed: 2019-03-13)","Amžius (tikslinės amžiaus grupės) | Gyvenamoji vietovė | Lytis (1998 - 2018) (Atnaujinta: 2019-03-13)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R003_M3030901_1(1.0)",FALSE,FALSE,NA,NA,"M3030901_1"
"90","S3R003_M3030902_2","LSD","S3R003 - Activity rate","S3R003 - Darbo jėgos aktyvumo lygis","Age (15–64) | Counties | Sex (1998 - 2018) (Was renewed: 2019-03-13)","Amžius (15–64) | Apskritys | Lytis (1998 - 2018) (Atnaujinta: 2019-03-13)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R003_M3030902_2(1.0)",FALSE,FALSE,NA,NA,"M3030902_2"
"91","S3R003_M3030905_2","LSD","S3R003 - Activity rate","S3R003 - Darbo jėgos aktyvumo lygis","Age (5 year groups) | Sex (1998 - 2018) (Was renewed: 2019-03-13)","Amžius (5 m. amžiaus grupės) | Lytis (1998 - 2018) (Atnaujinta: 2019-03-13)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R003_M3030905_2(1.0)",FALSE,FALSE,NA,NA,"M3030905_2"
"92","S3R003_M3030912","LSD","S3R003 - Activity rate","S3R003 - Darbo jėgos aktyvumo lygis","Age (15–64) | Education | Major cities | Sex (2005 - 2018) (Was renewed: 2019-03-13)","Amžius (15–64) | Didieji miestai | Išsilavinimas | Lytis (2005 - 2018) (Atnaujinta: 2019-03-13)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R003_M3030912(1.0)",FALSE,FALSE,NA,NA,"M3030912"
"93","S3R004_M3210107","LSD","S3R004 - Proportion of pupils aged 15–16 consuming alcohol","S3R004 - Alkoholinius gėrimus vartojančių 15–16 metų amžiaus mokinių dalis","Sex (1995 - 2015) (Was renewed: 2017-05-30)","Lytis (1995 - 2015) (Atnaujinta: 2017-05-30)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R004_M3210107(1.0)",FALSE,FALSE,NA,NA,"M3210107"
"94","S3R005_M3210101","LSD","S3R005 - Exports of alcoholic beverages","S3R005 - Alkoholinių gėrimų eksportas","Alcoholic beverages (2000 - 2017) (Was renewed: 2018-05-30)","Alkoholiniai gėrimai (2000 - 2017) (Atnaujinta: 2018-05-30)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R005_M3210101(1.0)",FALSE,FALSE,NA,NA,"M3210101"
"95","S3R006_M3210101","LSD","S3R006 - Production of alcoholic beverages","S3R006 - Alkoholinių gėrimų gamyba","Alcoholic beverages (2000 - 2017) (Was renewed: 2018-05-30)","Alkoholiniai gėrimai (2000 - 2017) (Atnaujinta: 2018-05-30)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R006_M3210101(1.0)",FALSE,FALSE,NA,NA,"M3210101"
"96","S3R007_M3210101","LSD","S3R007 - Imports of alcoholic beverages","S3R007 - Alkoholinių gėrimų importas","Alcoholic beverages (2000 - 2017) (Was renewed: 2018-05-30)","Alkoholiniai gėrimai (2000 - 2017) (Atnaujinta: 2018-05-30)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R007_M3210101(1.0)",FALSE,FALSE,NA,NA,"M3210101"
"97","S3R008_M3210103","LSD","S3R008 - Retail prices of alcoholic beverages","S3R008 - Alkoholinių gėrimų mažmeninės kainos","Alcoholic beverages (2000 - 2017) (Was renewed: 2018-05-30)","Alkoholiniai gėrimai (2000 - 2017) (Atnaujinta: 2018-05-30)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R008_M3210103(1.0)",FALSE,FALSE,NA,NA,"M3210103"
"98","S3R009_M3210104","LSD","S3R009 - Price changes of alcoholic beverages, compared to previous period","S3R009 - Alkoholinių gėrimų mažmeninių kainų pokyčiai, palyginti su ankstesniu laikotarpiu","Alcoholic beverages (2000 - 2017) (Was renewed: 2018-05-30)","Alkoholiniai gėrimai (2000 - 2017) (Atnaujinta: 2018-05-30)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R009_M3210104(1.0)",FALSE,FALSE,NA,NA,"M3210104"
"99","S3R010_M3210102_1","LSD","S3R010 - Sale of alcoholic beverages in trade and catering enterprises","S3R010 - Alkoholinių gėrimų pardavimas prekybos ir maitinimo įmonėse","Alcoholic beverages (2000 - 2017) (Was renewed: 2018-05-30)","Alkoholiniai gėrimai (2000 - 2017) (Atnaujinta: 2018-05-30)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R010_M3210102_1(1.0)",FALSE,FALSE,NA,NA,"M3210102_1"
"100","S3R011_M3140101","HI","S3R011 - Number of outpatient care institutions under the Ministry of Health","S3R011 - Ambulatorinių sveikatos priežiūros įstaigų skaičius SAM sistemoje","Administrative territory (1998 - 2015) (Not be renewed)","Administracinė teritorija (1998 - 2015) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=HI:S3R011_M3140101(1.0)",FALSE,FALSE,NA,NA,"M3140101"
"101","S3R012_M3161401_1","LSD","S3R012 - Number of days of State social insurance sickness benefit paid","S3R012 - Apmokėtų valstybinio socialinio draudimo ligos pašalpos dienų skaičius","Administrative territory (2005 - 2017) (Was renewed: 2018-07-27)","Administracinė teritorija (2005 - 2017) (Atnaujinta: 2018-07-27)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R012_M3161401_1(1.0)",FALSE,FALSE,NA,NA,"M3161401_1"
"102","S3R013_M3140201_2","HI","S3R013 - Number of visits to physicians and dentists","S3R013 - Apsilankymų pas gydytojus ir odontologus skaičius","Specialization (1994 - 2017) (Was renewed: 2018-08-17)","Specializacija (1994 - 2017) (Atnaujinta: 2018-08-17)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=HI:S3R013_M3140201_2(1.0)",FALSE,FALSE,NA,NA,"M3140201_2"
"103","S3R014_M3140202_1","HI","S3R014 - Number of visits to outpatient clinics","S3R014 - Apsilankymų poliklinikose ir ambulatorijose skaičius","Administrative territory (1995 - 2015) (Not be renewed)","Administracinė teritorija (1995 - 2015) (Neatnaujinamas)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=HI:S3R014_M3140202_1(1.0)",FALSE,FALSE,NA,NA,"M3140202_1"
"104","S3R015_M3130112_2","LSD","S3R015 - Archive documents (paper)","S3R015 - Archyviniai dokumentai (popieriniai)","Total (1995 - 2018) (Was renewed: 2019-04-25)","Suminis (1995 - 2018) (Atnaujinta: 2019-04-25)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R015_M3130112_2(1.0)",FALSE,FALSE,NA,NA,"M3130112_2"
"105","S3R016_M3130111_1","LSD","S3R016 - Archive staff","S3R016 - Archyvų darbuotojų skaičius","Total (1995 - 2018) (Was renewed: 2019-04-25)","Suminis (1995 - 2018) (Atnaujinta: 2019-04-25)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R016_M3130111_1(1.0)",FALSE,FALSE,NA,NA,"M3130111_1"
"106","S3R017_M3130111_2","LSD","S3R017 - Number of archives","S3R017 - Archyvų skaičius","Total (1995 - 2018) (Was renewed: 2019-04-25)","Suminis (1995 - 2018) (Atnaujinta: 2019-04-25)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R017_M3130111_2(1.0)",FALSE,FALSE,NA,NA,"M3130111_2"
"107","S3R018_M3161118_1","LSD","S3R018 - Persons admitted to care institutions and continuing care retirement communities for the adults","S3R018 - Asmenys, atvykę į globos įstaigas ir savarankiško gyvenimo namus suaugusiems asmenims","Place of arrival | Type of institution by the founder (2006 - 2018) (Was renewed: 2019-04-30)","Atvykimo vieta | Įstaigos rūšis pagal steigėją (2006 - 2018) (Atnaujinta: 2019-04-30)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R018_M3161118_1(1.0)",FALSE,FALSE,NA,NA,"M3161118_1"
"108","S3R019_M3080216","LSD","S3R019 - Persons living in households which cannot afford durable goods","S3R019 - Asmenys, gyvenantys namų ūkiuose, neturinčiuose ilgalaikio naudojimo daiktų dėl lėšų stokos","Durable goods | Place of residence (2005 - 2018) (Was renewed: 2019-04-12)","Gyvenamoji vietovė | Ilgalaikio naudojimo prietaisas (2005 - 2018) (Atnaujinta: 2019-04-12)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R019_M3080216(1.0)",FALSE,FALSE,NA,NA,"M3080216"
"109","S3R019_M3080218","LSD","S3R019 - Persons living in households which cannot afford durable goods","S3R019 - Asmenys, gyvenantys namų ūkiuose, neturinčiuose ilgalaikio naudojimo daiktų dėl lėšų stokos","Durable goods | Income quintile groups (2005 - 2017) (Was renewed: 2018-08-24)","Ilgalaikio naudojimo prietaisas | Pajamų kvintilinės grupės (2005 - 2017) (Atnaujinta: 2018-08-24)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R019_M3080218(1.0)",FALSE,FALSE,NA,NA,"M3080218"
"110","S3R019_M3080217","LSD","S3R019 - Persons living in households which cannot afford durable goods","S3R019 - Asmenys, gyvenantys namų ūkiuose, neturinčiuose ilgalaikio naudojimo daiktų dėl lėšų stokos","Durable goods | Type of household (2005 - 2018) (Was renewed: 2019-04-11)","Ilgalaikio naudojimo prietaisas | Namų ūkio tipas (2005 - 2018) (Atnaujinta: 2019-04-11)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R019_M3080217(1.0)",FALSE,FALSE,NA,NA,"M3080217"
"111","S3R019_M3080219","LSD","S3R019 - Persons living in households which cannot afford durable goods","S3R019 - Asmenys, gyvenantys namų ūkiuose, neturinčiuose ilgalaikio naudojimo daiktų dėl lėšų stokos","Counties | Durable goods (2005 - 2018) (Was renewed: 2019-04-12)","Apskritys | Ilgalaikio naudojimo prietaisas (2005 - 2018) (Atnaujinta: 2019-04-12)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R019_M3080219(1.0)",FALSE,FALSE,NA,NA,"M3080219"
"112","S3R019_M3080233","LSD","S3R019 - Persons living in households which cannot afford durable goods","S3R019 - Asmenys, gyvenantys namų ūkiuose, neturinčiuose ilgalaikio naudojimo daiktų dėl lėšų stokos","Above/below the at-risk-of-poverty threshold | Durable goods (2005 - 2017) (Was renewed: 2018-08-24)","Aukščiau/žemiau skurdo rizikos ribos | Ilgalaikio naudojimo prietaisas (2005 - 2017) (Atnaujinta: 2018-08-24)","1.0",NA,"urn:sdmx:org.sdmx.infomodel.datastructure.Dataflow=LSD:S3R019_M3080233(1.0)",FALSE,FALSE,NA,NA,"M3080233"
